DateOfIssuance,PointofOrigin,CountryCodeOfIssue,CouponNumber] ,CurrentCouponStatus,BookingClass,SoldBookingClass,SoldOperatingCabinClass,TripOD,OnlineOD,Sector,DepartureDate,DaysBeforeMonthEnd,OperatingCarrierCode,OperatingFlightNumber,DepartureDateTime,ArrivalDateTime,OperatingCabinClass,TripOD_DepartureDate,TripOD_Path,TripOD_Coupons,TripOD_FlightSequence,TripOD_CouponStatus,TripOD_OperatingCabinClass,TripOD_BookingClass,OnlineOD_DepartureDate,OnlineOD_Path,OnlineOD_Coupons,OnlineOD_FlightSequence,OnlineOD_CouponStatus,OnlineOD_OperatingCabinClass,OnlineOD_BookingClass,is_nonstop,PaxCount,NetRevenue,NetFare,Group/Individual,Age,Gender,Unique Identifier,Channel
1/20/25,US,US,16595,Flown,W,W,Premium Economy,DFWMNL,LAXMNL,LAXMNL,3/19/25,1,PR,PR103,3/19/25 15:30:00,3/20/25 03:15:00,Premium Economy/W,3/19/25 15:30:00,DFWLAXMNL,16595,PR103-AA2340,Flown,Premium Economy/W,W,3/19/25 15:30:00,LAXMNL,16595,PR103,Flown,Premium Economy/W,W,1,1,2052$,1841$,Individual,8,Female,288,Mobile App
2/13/27,PH,PH,17470,Ticketed,U,U,Economy,MNLUSM,MNLBKK,MNLBKK,6/3/27,28,PR,PR730,6/3/27 15:15:00,19:00:00,Economy/U,6/3/27 15:15:00,MNLBKKUSM,17470,PR730-PG145,Ticketed,Economy/U,U,6/3/27 15:15:00,MNLBKK,17470,PR730,Ticketed,Economy/U,U,1,1,485$,465$,Individual,23,Male,289,Website
6/24/27,PH,PH,17801,Ticketed,N,N,Premium Economy,MNLAUS,MNLSFO,MNLSFO,10/15/27,16,PR,PR104,10/15/27 01:45:00,13:15:00,Premium Economy/N,10/15/27 01:45:00,MNLSFOAUS,17801,PR104-B6652,Ticketed,Premium Economy/N,N,10/15/27 01:45:00,MNLSFO,17801,PR104,Ticketed,Premium Economy/N,N,1,1,1915$,1746$,Group,24,Female,290,OTA
11/16/26,PH,PH,17660,Unticketed,Q,Q,Economy,ILONRT,ILONRT,MNLNRT,12/24/26,20,PR,PR428,12/24/26 08:30:00,12:30:00,Economy/Q,12/24/26 08:30:00,ILOMNLNRT,17660,2P2836-PR428,Unticketed,Economy/Q,Q,12/24/26 08:30:00,ILOMNLNRT,17660,2P2836-PR428,Unticketed,Economy/Q,Q,0,1,247$,211$,Individual,40,Female,291,Website
2/7/27,PH,PH,17874,Ticketed,J,J,Business,MNLTPE,MNLTPE,MNLTPE,7/28/27,3,PR,PR890,7/28/27 15:45:00,19:45:00,Business/J,7/28/27 15:45:00,MNLTPE,17874,PR890,Ticketed,Business/J,J,7/28/27 15:45:00,MNLTPE,17874,PR890,Ticketed,Business/J,J,1,1,1265$,1095$,Group,15,Male,292,Mobile App
7/27/25,US,US,16744,Flown,L,L,Economy,LAXMNL,LAXMNL,LAXMNL,10/9/25,30,PR,PR103,10/9/25 01:45:00,13:45:00,Economy/L,10/9/25 01:45:00,LAXMNL,16744,PR103,Flown,Economy/L,L,10/9/25 01:45:00,LAXMNL,16744,PR103,Flown,Economy/L,L,1,1,832$,748$,Group,78,Male,293,Website
12/17/25,PH,PH,16645,Ticketed,N,N,Premium Economy,MNLSIN,MNLSIN,MNLSIN,5/8/26,25,PR,PR507,5/8/26 04:00:00,07:00:00,Premium Economy/N,5/8/26 04:00:00,MNLSIN,16645,PR507,Ticketed,Premium Economy/N,N,5/8/26 04:00:00,MNLSIN,16645,PR507,Ticketed,Premium Economy/N,N,1,1,519$,482$,Individual,38,Male,294,GDS
4/11/26,PH,PH,16783,Flown,S,S,Economy,MNLHNL,MNLHNL,MNLHNL,7/4/26,22,PR,PR100,7/4/26 08:45:00,14:15:00,Economy/S,7/4/26 08:45:00,MNLHNL,16783,PR100,Flown,Economy/S,S,7/4/26 08:45:00,MNLHNL,16783,PR100,Flown,Economy/S,S,1,1,987$,891$,Individual,46,Female,295,GDS
3/11/27,US,US,17473,Ticketed,B,B,Economy,DFWMNL,LAXMNL,LAXMNL,9/4/27,19,PR,PR103,9/4/27 20:30:00,9/5/27 09:30:00,Economy/B,9/4/27 20:30:00,DFWLAXMNL,17473,PR103-AA2340,Ticketed,Economy/B,B,9/4/27 20:30:00,LAXMNL,17473,PR103,Ticketed,Economy/B,B,1,1,797$,682$,Group,31,Female,296,Website
4/12/25,PH,PH,17291,Flown,C,C,Business,MNLORD,MNLSFO,MNLSFO,7/25/25,9,PR,PR104,7/25/25 04:15:00,19:00:00,Business/C,7/25/25 04:15:00,MNLSFOORD,17291,PR104-AA1255,Flown,Business/C,C,7/25/25 04:15:00,MNLSFO,17291,PR104,Flown,Business/C,C,1,1,6761$,5932$,Individual,51,Female,297,OTA
9/8/26,AE,AE,17581,Ticketed,O,O,Economy,DXBMNL,DXBMNL,DXBMNL,10/29/26,30,PR,PR659,10/29/26 04:15:00,12:15:00,Economy/O,10/29/26 04:15:00,DXBMNL,17581,PR659,Ticketed,Economy/O,O,10/29/26 04:15:00,DXBMNL,17581,PR659,Ticketed,Economy/O,O,1,1,727$,699$,Individual,2,Female,298,OTA
7/6/27,PH,PH,17652,Ticketed,K,K,Economy,MNLBOS,MNLLAX,MNLLAX,7/25/27,9,PR,PR102,7/25/27 05:45:00,19:30:00,Economy/K,7/25/27 05:45:00,MNLLAXBOS,17652,PR102-B6888,Ticketed,Economy/K,K,7/25/27 05:45:00,MNLLAX,17652,PR102,Ticketed,Economy/K,K,1,1,1246$,1102$,Individual,32,Male,299,Website
2/22/27,PH,PH,17635,Ticketed,L,L,Economy,CEBBOS,CEBLAX,CEBMNL,5/20/27,5,2P,2P2812,5/20/27 18:00:00,5/21/27 07:00:00,Economy/L,5/20/27 18:00:00,CEBMNLLAXBOS,17635,2P2812-PR102-B6888,Ticketed,Economy/L,L,5/20/27 18:00:00,CEBMNLLAX,17635,2P2812-PR102,Ticketed,Economy/L,L,0,1,1365$,1307$,Group,18,Female,300,OTA
1/3/26,US,US,16570,Flown,N,N,Premium Economy,JFKMNL,JFKMNL,JFKMNL,4/27/26,21,PR,PR127,4/27/26 10:15:00,4/28/26 02:00:00,Premium Economy/N,4/27/26 10:15:00,JFKMNL,16570,PR127,Flown,Premium Economy/N,N,4/27/26 10:15:00,JFKMNL,16570,PR127,Flown,Premium Economy/N,N,1,1,2712$,2307$,Individual,52,Female,301,Mobile App
9/5/26,PH,PH,17551,Ticketed,L,L,Economy,DVODFW,DVOLAX,MNLLAX,10/22/26,10,PR,PR102,10/22/26 15:45:00,10/23/26 08:30:00,Economy/L,10/22/26 15:45:00,DVOMNLLAXDFW,17551,2P2814-PR102-AA2341,Ticketed,Economy/L,L,10/22/26 15:45:00,DVOMNLLAX,17551,2P2814-PR102,Ticketed,Economy/L,L,0,1,815$,751$,Individual,54,Male,302,OTA
5/28/25,PH,PH,16733,Flown,L,L,Economy,DVOLAX,DVOLAX,MNLLAX,7/29/25,15,PR,PR102,7/29/25 20:30:00,7/30/25 10:15:00,Economy/L,7/29/25 20:30:00,DVOMNLLAX,16733,2P2814-PR102,Flown,Economy/L,L,7/29/25 20:30:00,DVOMNLLAX,16733,2P2814-PR102,Flown,Economy/L,L,0,1,1101$,1017$,Group,25,Male,303,Website
9/12/25,SG,SG,16655,Flown,O,O,Economy,SINMNL,SINMNL,SINMNL,12/28/25,3,PR,PR508,12/28/25 05:00:00,09:30:00,Economy/O,12/28/25 05:00:00,SINMNL,16655,PR508,Flown,Economy/O,O,12/28/25 05:00:00,SINMNL,16655,PR508,Flown,Economy/O,O,1,1,501$,449$,Individual,37,Male,304,OTA
3/6/26,PH,PH,17238,Flown,D,D,Business,MNLSIN,MNLSIN,MNLSIN,7/7/26,11,PR,PR507,7/7/26 22:15:00,7/8/26 02:30:00,Business/D,7/7/26 22:15:00,MNLSIN,17238,PR507,Flown,Business/D,D,7/7/26 22:15:00,MNLSIN,17238,PR507,Flown,Business/D,D,1,1,1657$,1422$,Group,26,Female,305,Mobile App
4/24/25,JP,PH,16911,Flown,K,K,Economy,NRTMNL,NRTMNL,NRTMNL,5/21/25,26,PR,PR427,5/21/25 20:00:00,23:00:00,Economy/K,5/21/25 20:00:00,NRTMNL,16911,PR427,Flown,Economy/K,K,5/21/25 20:00:00,NRTMNL,16911,PR427,Flown,Economy/K,K,1,1,259$,234$,Group,47,Male,306,OTA
3/5/27,PH,PH,18079,Ticketed,E,E,Economy,CEBNRT,CEBNRT,CEBNRT,6/26/27,20,PR,PR434,6/26/27 01:45:00,04:00:00,Economy/E,6/26/27 01:45:00,CEBNRT,18079,PR434,Ticketed,Economy/E,E,6/26/27 01:45:00,CEBNRT,18079,PR434,Ticketed,Economy/E,E,1,1,486$,450$,Individual,49,Female,307,Website
3/29/26,PH,PH,16478,Flown,W,W,Premium Economy,DVOSFO,DVOSFO,DVOMNL,7/4/26,19,2P,2P2814,7/4/26 04:30:00,21:00:00,Premium Economy/W,7/4/26 04:30:00,DVOMNLSFO,16478,2P2814-PR104,Flown,Premium Economy/W,W,7/4/26 04:30:00,DVOMNLSFO,16478,2P2814-PR104,Flown,Premium Economy/W,W,0,1,1508$,1442$,Individual,47,Female,308,Website
12/6/26,US,PH,18106,Ticketed,X,X,Economy,DFWMNL,LAXMNL,LAXMNL,4/11/27,30,PR,PR103,4/11/27 10:30:00,22:15:00,Economy/X,4/11/27 10:30:00,DFWLAXMNL,18106,PR103-AA2340,Ticketed,Economy/X,X,4/11/27 10:30:00,LAXMNL,18106,PR103,Ticketed,Economy/X,X,1,1,1406$,1337$,Individual,33,Female,309,OTA
10/13/26,PH,PH,17457,Ticketed,V,V,Economy,MNLDCA,MNLJFK,MNLJFK,1/17/27,16,PR,PR126,1/17/27 20:45:00,1/18/27 13:30:00,Economy/V,1/17/27 20:45:00,MNLJKFDCA,17457,PR126-AA2101,Ticketed,Economy/V,V,1/17/27 20:45:00,MNLJFK,17457,PR126,Ticketed,Economy/V,V,1,1,1036$,924$,Individual,45,Male,310,OTA
10/4/26,PH,PH,17768,Ticketed,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,2/7/27,24,PR,PR102,2/7/27 18:30:00,2/8/27 06:45:00,Economy/M,2/7/27 18:30:00,MNLLAXPHX,17768,PR102-AA1504,Ticketed,Economy/M,M,2/7/27 18:30:00,MNLLAX,17768,PR102,Ticketed,Economy/M,M,1,1,897$,815$,Group,44,Male,311,Mobile App
9/29/26,US,US,17685,Ticketed,Q,Q,Economy,SFOMNL,SFOMNL,SFOMNL,10/6/26,6,PR,PR105,10/6/26 05:45:00,22:15:00,Economy/Q,10/6/26 05:45:00,SFOMNL,17685,PR105,Ticketed,Economy/Q,Q,10/6/26 05:45:00,SFOMNL,17685,PR105,Ticketed,Economy/Q,Q,1,1,1012$,895$,Group,10,Female,312,Website
8/2/24,PH,PH,17095,Flown,T,T,Economy,DVODFW,DVOLAX,DVOMNL,1/19/25,2,2P,2P2814,1/19/25 20:00:00,1/20/25 09:15:00,Economy/T,1/19/25 20:00:00,DVOMNLLAXDFW,17095,2P2814-PR102-AA2341,Flown,Economy/T,T,1/19/25 20:00:00,DVOMNLLAX,17095,2P2814-PR102,Flown,Economy/T,T,0,1,1535$,1363$,Individual,26,Male,313,Website
2/6/27,PH,PH,18034,Ticketed,N,N,Premium Economy,MNLDXB,MNLDXB,MNLDXB,6/24/27,30,PR,PR658,6/24/27 08:30:00,15:30:00,Premium Economy/N,6/24/27 08:30:00,MNLDXB,18034,PR658,Ticketed,Premium Economy/N,N,6/24/27 08:30:00,MNLDXB,18034,PR658,Ticketed,Premium Economy/N,N,1,1,1064$,942$,Individual,43,Female,314,Website
3/12/25,PH,PH,17210,Flown,Y,Y,Economy,DVODFW,DVOLAX,MNLLAX,3/13/25,11,PR,PR102,3/13/25 15:45:00,3/14/25 03:15:00,Economy/Y,3/13/25 15:45:00,DVOMNLLAXDFW,17210,2P2814-PR102-AA2341,Flown,Economy/Y,Y,3/13/25 15:45:00,DVOMNLLAX,17210,2P2814-PR102,Flown,Economy/Y,Y,0,1,1110$,1060$,Group,60,Male,315,GDS
7/21/27,PH,PH,18061,Ticketed,J,J,Business,MNLPEN,MNLKUL,MNLKUL,8/20/27,12,PR,PR525,8/20/27 20:00:00,23:15:00,Business/J,8/20/27 20:00:00,MNLKULPEN,18061,PR525-MH1140,Ticketed,Business/J,J,8/20/27 20:00:00,MNLKUL,18061,PR525,Ticketed,Business/J,J,1,1,1061$,989$,Individual,27,Male,316,Ticket Office
7/17/27,US,US,17421,Ticketed,J,J,Business,SFOMNL,SFOMNL,SFOMNL,10/16/27,27,PR,PR105,10/16/27 15:30:00,10/17/27 05:45:00,Business/J,10/16/27 15:30:00,SFOMNL,17421,PR105,Ticketed,Business/J,J,10/16/27 15:30:00,SFOMNL,17421,PR105,Ticketed,Business/J,J,1,1,6858$,5945$,Group,38,Female,317,GDS
6/17/26,PH,PH,17577,Ticketed,Q,Q,Economy,MNLSIN,MNLSIN,MNLSIN,11/22/26,23,PR,PR507,11/22/26 08:00:00,12:45:00,Economy/Q,11/22/26 08:00:00,MNLSIN,17577,PR507,Ticketed,Economy/Q,Q,11/22/26 08:00:00,MNLSIN,17577,PR507,Ticketed,Economy/Q,Q,1,1,518$,453$,Individual,39,Male,318,Website
12/1/26,PH,PH,17325,Ticketed,B,B,Economy,CEBLAX,CEBLAX,CEBMNL,5/30/27,28,2P,2P2812,5/30/27 13:00:00,5/31/27 04:15:00,Economy/B,5/30/27 13:00:00,CEBMNLLAX,17325,2P2812-PR102,Ticketed,Economy/B,B,5/30/27 13:00:00,CEBMNLLAX,17325,2P2812-PR102,Ticketed,Economy/B,B,0,1,768$,658$,Group,42,Male,319,Website
10/4/26,PH,PH,17771,Ticketed,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,2/7/27,24,PR,PR102,2/7/27 18:30:00,2/8/27 06:45:00,Economy/M,2/7/27 18:30:00,MNLLAXPHX,17771,PR102-AA1504,Ticketed,Economy/M,M,2/7/27 18:30:00,MNLLAX,17771,PR102,Ticketed,Economy/M,M,1,1,897$,815$,Group,42,Male,320,Mobile App
9/24/25,PH,PH,16936,Flown,X,X,Economy,DVOLAX,DVOLAX,MNLLAX,10/29/25,27,PR,PR102,10/29/25 05:45:00,21:15:00,Economy/X,10/29/25 05:45:00,DVOMNLLAX,16936,2P2814-PR102,Flown,Economy/X,X,10/29/25 05:45:00,DVOMNLLAX,16936,2P2814-PR102,Flown,Economy/X,X,0,1,1106$,971$,Individual,50,Male,321,GDS
3/4/25,PH,PH,17256,Flown,W,W,Premium Economy,CEBNRT,CEBNRT,CEBNRT,7/20/25,7,PR,PR434,7/20/25 18:00:00,22:45:00,Premium Economy/W,7/20/25 18:00:00,CEBNRT,17256,PR434,Flown,Premium Economy/W,W,7/20/25 18:00:00,CEBNRT,17256,PR434,Flown,Premium Economy/W,W,1,1,706$,651$,Group,29,Female,322,OTA
5/3/27,PH,PH,17525,Unticketed,M,M,Economy,MNLYYC,MNLYVR,MNLYVR,7/4/27,12,PR,PR116,7/4/27 13:45:00,7/5/27 03:45:00,Economy/M,7/4/27 13:45:00,MNLYVRYYC,17525,PR116-WS124,Unticketed,Economy/M,M,7/4/27 13:45:00,MNLYVR,17525,PR116,Unticketed,Economy/M,M,1,1,1139$,988$,Individual,50,Female,323,Website
2/24/27,PH,PH,18099,Unticketed,O,O,Economy,DVODFW,DVOLAX,MNLLAX,7/24/27,16,PR,PR102,7/24/27 22:15:00,7/25/27 12:15:00,Economy/O,7/24/27 22:15:00,DVOMNLLAXDFW,18099,2P2814-PR102-AA2341,Unticketed,Economy/O,O,7/24/27 22:15:00,DVOMNLLAX,18099,2P2814-PR102,Unticketed,Economy/O,O,0,1,1338$,1230$,Individual,7,Male,324,Website
4/21/27,US,US,17969,Ticketed,Y,Y,Economy,BOSMNL,LAXMNL,LAXMNL,10/14/27,25,PR,PR103,10/14/27 20:15:00,10/15/27 08:15:00,Economy/Y,10/14/27 20:15:00,BOSLAXMNL,17969,PR103-B6887,Ticketed,Economy/Y,Y,10/14/27 20:15:00,LAXMNL,17969,PR103,Ticketed,Economy/Y,Y,1,1,948$,887$,Group,41,Male,325,Mobile App
7/3/26,PH,PH,17749,Ticketed,W,W,Premium Economy,MNLUSM,MNLBKK,MNLBKK,9/11/26,27,PR,PR730,9/11/26 04:30:00,08:30:00,Premium Economy/W,9/11/26 04:30:00,MNLBKKUSM,17749,PR730-PG145,Ticketed,Premium Economy/W,W,9/11/26 04:30:00,MNLBKK,17749,PR730,Ticketed,Premium Economy/W,W,1,1,613$,548$,Group,34,Male,326,OTA
3/19/27,PH,PH,17689,Ticketed,K,K,Economy,MNLICN,MNLICN,MNLICN,4/12/27,13,PR,PR468,4/12/27 04:45:00,08:00:00,Economy/K,4/12/27 04:45:00,MNLICN,17689,PR468,Ticketed,Economy/K,K,4/12/27 04:45:00,MNLICN,17689,PR468,Ticketed,Economy/K,K,1,1,256$,231$,Group,40,Male,327,Website
10/26/25,PH,PH,16874,Flown,O,O,Economy,DVOLAX,DVOLAX,MNLLAX,1/5/26,21,PR,PR102,1/5/26 13:45:00,1/6/26 05:30:00,Economy/O,1/5/26 13:45:00,DVOMNLLAX,16874,2P2814-PR102,Flown,Economy/O,O,1/5/26 13:45:00,DVOMNLLAX,16874,2P2814-PR102,Flown,Economy/O,O,0,1,1406$,1347$,Individual,49,Female,328,Website
7/27/25,US,PH,16736,Flown,L,L,Economy,LAXMNL,LAXMNL,LAXMNL,10/9/25,30,PR,PR103,10/9/25 01:45:00,13:45:00,Economy/L,10/9/25 01:45:00,LAXMNL,16736,PR103,Flown,Economy/L,L,10/9/25 01:45:00,LAXMNL,16736,PR103,Flown,Economy/L,L,1,1,832$,748$,Group,50,Female,329,Website
3/6/25,PH,PH,16514,Ticketed,Q,Q,Economy,MNLHKG,MNLHKG,MNLHKG,3/24/25,13,PR,PR300,3/24/25 22:00:00,3/25/25 02:15:00,Economy/Q,3/24/25 22:00:00,MNLHKG,16514,PR300,Ticketed,Economy/Q,Q,3/24/25 22:00:00,MNLHKG,16514,PR300,Ticketed,Economy/Q,Q,1,1,282$,241$,Group,34,Male,330,OTA
6/6/27,PH,PH,17814,Ticketed,L,L,Economy,MNLOGG,MNLHNL,MNLHNL,10/7/27,5,PR,PR100,10/7/27 05:15:00,14:15:00,Economy/L,10/7/27 05:15:00,MNLHNLOGG,17814,PR100-HA208,Ticketed,Economy/L,L,10/7/27 05:15:00,MNLHNL,17814,PR100,Ticketed,Economy/L,L,1,1,945$,908$,Individual,72,Female,331,OTA
2/19/25,PH,PH,17061,Flown,S,S,Economy,MNLBKK,MNLBKK,MNLBKK,4/20/25,1,PR,PR730,4/20/25 13:30:00,16:45:00,Economy/S,4/20/25 13:30:00,MNLBKK,17061,PR730,Flown,Economy/S,S,4/20/25 13:30:00,MNLBKK,17061,PR730,Flown,Economy/S,S,1,1,406$,373$,Group,45,Male,332,Website
5/23/26,PH,PH,17726,Ticketed,Q,Q,Economy,CEBJFK,CEBJFK,MNLJFK,10/29/26,8,PR,PR126,10/29/26 15:45:00,10/30/26 05:45:00,Economy/Q,10/29/26 15:45:00,CEBMNLJFK,17726,2P2812-PR126,Ticketed,Economy/Q,Q,10/29/26 15:45:00,CEBMNLJFK,17726,2P2812-PR126,Ticketed,Economy/Q,Q,0,1,1463$,1358$,Individual,55,Male,333,Website
11/4/25,PH,PH,17300,Flown,T,T,Economy,CEBYYC,CEBYVR,CEBMNL,1/27/26,25,2P,2P2812,1/27/26 05:30:00,20:30:00,Economy/T,1/27/26 05:30:00,CEBMNLYVRYYC,17300,2P2812-PR116-WS124,Flown,Economy/T,T,1/27/26 05:30:00,CEBMNLYVR,17300,2P2812-PR116,Flown,Economy/T,T,0,1,1356$,1182$,Group,39,Female,334,OTA
6/12/27,PH,PH,17574,Unticketed,T,T,Economy,MNLKOA,MNLHNL,MNLHNL,10/10/27,17,PR,PR100,10/10/27 20:30:00,10/11/27 04:15:00,Economy/T,10/10/27 20:30:00,MNLHNLKOA,17574,PR100-HA148,Unticketed,Economy/T,T,10/10/27 20:30:00,MNLHNL,17574,PR100,Unticketed,Economy/T,T,1,1,1063$,932$,Individual,29,Male,335,GDS
7/29/25,PH,PH,16752,Flown,X,X,Economy,MNLSUB,MNLCGK,MNLCGK,1/20/26,26,PR,PR535,1/20/26 22:45:00,1/21/26 01:15:00,Economy/X,1/20/26 22:45:00,MNLCGKSUB,16752,PR535-GA314,Flown,Economy/X,X,1/20/26 22:45:00,MNLCGK,16752,PR535,Flown,Economy/X,X,1,1,348$,306$,Group,45,Male,336,Website
5/28/25,PH,PH,16732,Flown,L,L,Economy,DVOLAX,DVOLAX,MNLLAX,7/29/25,15,PR,PR102,7/29/25 20:30:00,7/30/25 10:15:00,Economy/L,7/29/25 20:30:00,DVOMNLLAX,16732,2P2814-PR102,Flown,Economy/L,L,7/29/25 20:30:00,DVOMNLLAX,16732,2P2814-PR102,Flown,Economy/L,L,0,1,1101$,1017$,Group,24,Female,337,Website
5/26/25,PH,PH,16582,Flown,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,6/5/25,4,PR,PR102,6/5/25 05:30:00,17:15:00,Economy/M,6/5/25 05:30:00,MNLLAXPHX,16582,PR102-AA1504,Flown,Economy/M,M,6/5/25 05:30:00,MNLLAX,16582,PR102,Flown,Economy/M,M,1,1,1386$,1188$,Group,43,Female,338,Website
11/25/24,PH,PH,16674,Exchanged,N,N,Premium Economy,MNLOGG,MNLHNL,MNLHNL,5/9/25,5,PR,PR100,5/9/25 04:45:00,13:15:00,Premium Economy/N,5/9/25 04:45:00,MNLHNLOGG,16674,PR100-HA208,Exchanged,Premium Economy/N,N,5/9/25 04:45:00,MNLHNL,16674,PR100,Exchanged,Premium Economy/N,N,1,1,1597$,1414$,Individual,30,Male,339,Website
9/26/26,PH,PH,17317,Ticketed,T,T,Economy,MNLSYD,MNLSYD,MNLSYD,3/21/27,28,PR,PR211,3/21/27 10:45:00,19:15:00,Economy/T,3/21/27 10:45:00,MNLSYD,17317,PR211,Ticketed,Economy/T,T,3/21/27 10:45:00,MNLSYD,17317,PR211,Ticketed,Economy/T,T,1,1,1021$,875$,Individual,66,Female,340,OTA
11/12/26,PH,PH,17622,Ticketed,M,M,Economy,MNLCTS,MNLHND,MNLHND,5/7/27,4,PR,PR422,5/7/27 15:00:00,18:15:00,Economy/M,5/7/27 15:00:00,MNLHNDCTS,17622,PR422-NH51,Ticketed,Economy/M,M,5/7/27 15:00:00,MNLHND,17622,PR422,Ticketed,Economy/M,M,1,1,309$,294$,Group,47,Male,341,GDS
5/28/26,PH,PH,17163,Flown,X,X,Economy,MNLYUL,MNLYVR,MNLYVR,7/12/26,11,PR,PR116,7/12/26 04:45:00,16:30:00,Economy/X,7/12/26 04:45:00,MNLYVRYUL,17163,PR116-WS542,Flown,Economy/X,X,7/12/26 04:45:00,MNLYVR,17163,PR116,Flown,Economy/X,X,1,1,1283$,1218$,Individual,39,Female,342,Mobile App
7/29/25,PH,PH,16752,Flown,X,X,Economy,MNLSUB,MNLCGK,MNLCGK,1/20/26,26,PR,PR535,1/20/26 22:45:00,1/21/26 01:15:00,Economy/X,1/20/26 22:45:00,MNLCGKSUB,16752,PR535-GA314,Flown,Economy/X,X,1/20/26 22:45:00,MNLCGK,16752,PR535,Flown,Economy/X,X,1,1,348$,306$,Group,34,Male,343,Website
1/11/25,PH,PH,17198,Ticketed,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,7/9/25,22,PR,PR102,7/9/25 05:30:00,19:15:00,Economy/M,7/9/25 05:30:00,MNLLAXPHX,17198,PR102-AA1504,Ticketed,Economy/M,M,7/9/25 05:30:00,MNLLAX,17198,PR102,Ticketed,Economy/M,M,1,1,821$,727$,Group,53,Female,344,GDS
12/13/27,PH,PH,17835,Ticketed,L,L,Economy,ILONRT,ILONRT,ILOMNL,12/18/27,15,2P,2P2836,12/18/27 18:45:00,21:45:00,Economy/L,12/18/27 18:45:00,ILOMNLNRT,17835,2P2836-PR428,Ticketed,Economy/L,L,12/18/27 18:45:00,ILOMNLNRT,17835,2P2836-PR428,Ticketed,Economy/L,L,0,1,210$,192$,Group,48,Female,345,Website
3/2/26,PH,PH,16861,Flown,J,J,Business,MNLKOA,MNLHNL,MNLHNL,5/2/26,29,PR,PR100,5/2/26 18:30:00,5/3/26 00:15:00,Business/J,5/2/26 18:30:00,MNLHNLKOA,16861,PR100-HA148,Flown,Business/J,J,5/2/26 18:30:00,MNLHNL,16861,PR100,Flown,Business/J,J,1,1,3408$,3262$,Individual,53,Male,346,OTA
3/26/25,PH,PH,17029,Flown,T,T,Economy,MNLUSM,MNLBKK,MNLBKK,6/21/25,6,PR,PR730,6/21/25 15:45:00,17:45:00,Economy/T,6/21/25 15:45:00,MNLBKKUSM,17029,PR730-PG145,Flown,Economy/T,T,6/21/25 15:45:00,MNLBKK,17029,PR730,Flown,Economy/T,T,1,1,380$,355$,Individual,30,Female,347,Website
10/30/25,PH,PH,16586,Ticketed,S,S,Economy,CEBSFO,CEBSFO,MNLSFO,4/22/26,12,PR,PR104,4/22/26 20:15:00,4/23/26 08:00:00,Economy/S,4/22/26 20:15:00,CEBMNLSFO,16586,2P2812-PR104,Ticketed,Economy/S,S,4/22/26 20:15:00,CEBMNLSFO,16586,2P2812-PR104,Ticketed,Economy/S,S,0,1,1079$,956$,Individual,50,Female,348,Mobile App
8/1/27,PH,PH,18018,Ticketed,T,T,Economy,DVOLAX,DVOLAX,DVOMNL,9/20/27,9,2P,2P2814,9/20/27 08:30:00,19:45:00,Economy/T,9/20/27 08:30:00,DVOMNLLAX,18018,2P2814-PR102,Ticketed,Economy/T,T,9/20/27 08:30:00,DVOMNLLAX,18018,2P2814-PR102,Ticketed,Economy/T,T,0,1,1121$,1061$,Group,36,Female,349,OTA
8/14/24,PH,PH,17051,Exchanged,E,E,Economy,MNLICN,MNLICN,MNLICN,1/10/25,8,PR,PR468,1/10/25 18:15:00,21:15:00,Economy/E,1/10/25 18:15:00,MNLICN,17051,PR468,Exchanged,Economy/E,E,1/10/25 18:15:00,MNLICN,17051,PR468,Exchanged,Economy/E,E,1,1,288$,260$,Individual,37,Female,350,OTA
6/2/27,PH,PH,17737,Ticketed,O,O,Economy,ILONRT,ILONRT,ILOMNL,7/4/27,10,2P,2P2836,7/4/27 15:45:00,20:15:00,Economy/O,7/4/27 15:45:00,ILOMNLNRT,17737,2P2836-PR428,Ticketed,Economy/O,O,7/4/27 15:45:00,ILOMNLNRT,17737,2P2836-PR428,Ticketed,Economy/O,O,0,1,204$,184$,Individual,29,Female,351,OTA
1/26/26,PH,PH,17066,Flown,X,X,Economy,MNLBKK,MNLBKK,MNLBKK,2/24/26,6,PR,PR730,2/24/26 04:00:00,06:15:00,Economy/X,2/24/26 04:00:00,MNLBKK,17066,PR730,Flown,Economy/X,X,2/24/26 04:00:00,MNLBKK,17066,PR730,Flown,Economy/X,X,1,1,209$,196$,Individual,36,Male,352,Mobile App
4/24/26,PH,PH,16793,Flown,S,S,Economy,MNLPEN,MNLKUL,MNLKUL,5/23/26,18,PR,PR525,5/23/26 22:00:00,5/24/26 01:30:00,Economy/S,5/23/26 22:00:00,MNLKULPEN,16793,PR525-MH1140,Flown,Economy/S,S,5/23/26 22:00:00,MNLKUL,16793,PR525,Flown,Economy/S,S,1,1,230$,201$,Individual,23,Male,353,Mobile App
